Dot Point Measurements

Generated: Monday 26 May 2025 14:23:34

Filename	Frame	Time (mins)	Image row	Image col											campaignid	relief_annotated	OpCode	Period	Frame info 3	Frame info 4	Frame info 5	Frame info 6	level_2	level_3	level_4	level_5	scientific	qualifiers			Radius %
SAL-BV-001_1_01_Left_MAH01334.MP4_0075203.jpg	      0		941	960											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-001	1					Relief	High	High (>3m)	3					46.5
SAL-BV-001_1_01_Left_MAH01334.MP4_0075203.jpg	      0		139	1342											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-001	1													64.2
SAL-BV-001_1_01_Left_MAH01334.MP4_0075203.jpg	      0		406	1342											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-001	1					Relief	High	Wall	4					46.9
SAL-BV-001_1_01_Left_MAH01334.MP4_0075203.jpg	      0		674	1342											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-001	1					Relief	High	Wall	4					46.9
SAL-BV-001_1_01_Left_MAH01334.MP4_0075203.jpg	      0		941	1342											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-001	1					Relief	High	High (>3m)	3					64.2
SAL-BV-001_1_01_Left_MAH01334.MP4_0075203.jpg	      0		139	1724											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-001	1					Relief	High	Wall	4					100.0
SAL-BV-001_1_01_Left_MAH01334.MP4_0075203.jpg	      0		406	1724											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-001	1					Relief	High	Wall	4					89.9
SAL-BV-001_1_01_Left_MAH01334.MP4_0075203.jpg	      0		674	1724											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-001	1					Relief	High	Wall	4					89.9
SAL-BV-001_1_01_Left_MAH01334.MP4_0075203.jpg	      0		941	1724											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-001	1					Relief	High	Wall	4					100.0
SAL-BV-013_1_01_Left_MAH00333.MP4_0006708.jpg	      0		139	196											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-013	1													100.0
SAL-BV-013_1_01_Left_MAH00333.MP4_0006708.jpg	      0		406	196											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-013	1													89.9
SAL-BV-013_1_01_Left_MAH00333.MP4_0006708.jpg	      0		674	196											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-013	1					Relief	Low / moderate	Moderate (1-3m)	2					89.9
SAL-BV-013_1_01_Left_MAH00333.MP4_0006708.jpg	      0		941	196											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-013	1					Relief	Low / moderate	Moderate (1-3m)	2					100.0
SAL-BV-013_1_01_Left_MAH00333.MP4_0006708.jpg	      0		139	578											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-013	1													64.2
SAL-BV-013_1_01_Left_MAH00333.MP4_0006708.jpg	      0		406	578											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-013	1													46.9
SAL-BV-013_1_01_Left_MAH00333.MP4_0006708.jpg	      0		674	578											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-013	1					Relief	High	Wall	4					46.9
SAL-BV-013_1_01_Left_MAH00333.MP4_0006708.jpg	      0		941	578											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-013	1					Relief	High	High (>3m)	3					64.2
SAL-BV-013_1_01_Left_MAH00333.MP4_0006708.jpg	      0		139	960											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-013	1													46.5
SAL-BV-013_1_01_Left_MAH00333.MP4_0006708.jpg	      0		406	960											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-013	1													15.5
SAL-BV-013_1_01_Left_MAH00333.MP4_0006708.jpg	      0		674	960											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-013	1					Relief	Low / moderate	Moderate (1-3m)	2					15.5
SAL-BV-013_1_01_Left_MAH00333.MP4_0006708.jpg	      0		941	960											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-013	1					Relief	Flat		0					46.5
SAL-BV-013_1_01_Left_MAH00333.MP4_0006708.jpg	      0		139	1342											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-013	1													64.2
SAL-BV-013_1_01_Left_MAH00333.MP4_0006708.jpg	      0		406	1342											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-013	1													46.9
SAL-BV-013_1_01_Left_MAH00333.MP4_0006708.jpg	      0		674	1342											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-013	1					Relief	Low / moderate	Low (<1m)	1					46.9
SAL-BV-013_1_01_Left_MAH00333.MP4_0006708.jpg	      0		941	1342											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-013	1					Relief	Flat		0					64.2
SAL-BV-013_1_01_Left_MAH00333.MP4_0006708.jpg	      0		139	1724											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-013	1													100.0
SAL-BV-013_1_01_Left_MAH00333.MP4_0006708.jpg	      0		406	1724											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-013	1													89.9
SAL-BV-013_1_01_Left_MAH00333.MP4_0006708.jpg	      0		674	1724											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-013	1					Relief	Low / moderate	Moderate (1-3m)	2					89.9
SAL-BV-013_1_01_Left_MAH00333.MP4_0006708.jpg	      0		941	1724											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-013	1					Relief	High	High (>3m)	3					100.0
SAL-BV-022_1_01_Left_MAH00283.MP4_0039542.jpg	      0		139	196											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-022	1													100.0
SAL-BV-022_1_01_Left_MAH00283.MP4_0039542.jpg	      0		406	196											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-022	1													89.9
SAL-BV-022_1_01_Left_MAH00283.MP4_0039542.jpg	      0		674	196											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-022	1					Relief	Low / moderate	Low (<1m)	1					89.9
SAL-BV-022_1_01_Left_MAH00283.MP4_0039542.jpg	      0		941	196											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-022	1					Relief	Low / moderate	Moderate (1-3m)	2					100.0
SAL-BV-022_1_01_Left_MAH00283.MP4_0039542.jpg	      0		139	578											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-022	1													64.2
SAL-BV-022_1_01_Left_MAH00283.MP4_0039542.jpg	      0		406	578											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-022	1													46.9
SAL-BV-022_1_01_Left_MAH00283.MP4_0039542.jpg	      0		674	578											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-022	1					Relief	Low / moderate	Moderate (1-3m)	2					46.9
SAL-BV-022_1_01_Left_MAH00283.MP4_0039542.jpg	      0		941	578											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-022	1					Relief	Low / moderate	Low (<1m)	1					64.2
SAL-BV-022_1_01_Left_MAH00283.MP4_0039542.jpg	      0		139	960											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-022	1													46.5
SAL-BV-022_1_01_Left_MAH00283.MP4_0039542.jpg	      0		406	960											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-022	1													15.5
SAL-BV-022_1_01_Left_MAH00283.MP4_0039542.jpg	      0		674	960											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-022	1					Relief	Low / moderate	Low (<1m)	1					15.5
SAL-BV-022_1_01_Left_MAH00283.MP4_0039542.jpg	      0		941	960											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-022	1					Relief	Low / moderate	Low (<1m)	1					46.5
SAL-BV-022_1_01_Left_MAH00283.MP4_0039542.jpg	      0		139	1342											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-022	1													64.2
SAL-BV-022_1_01_Left_MAH00283.MP4_0039542.jpg	      0		406	1342											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-022	1													46.9
SAL-BV-022_1_01_Left_MAH00283.MP4_0039542.jpg	      0		674	1342											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-022	1					Relief	Low / moderate	Low (<1m)	1					46.9
SAL-BV-022_1_01_Left_MAH00283.MP4_0039542.jpg	      0		941	1342											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-022	1					Relief	Low / moderate	Low (<1m)	1					64.2
SAL-BV-022_1_01_Left_MAH00283.MP4_0039542.jpg	      0		139	1724											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-022	1													100.0
SAL-BV-022_1_01_Left_MAH00283.MP4_0039542.jpg	      0		406	1724											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-022	1													89.9
SAL-BV-022_1_01_Left_MAH00283.MP4_0039542.jpg	      0		674	1724											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-022	1					Relief	Low / moderate	Low (<1m)	1					89.9
SAL-BV-022_1_01_Left_MAH00283.MP4_0039542.jpg	      0		941	1724											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-022	1					Relief	Low / moderate	Low (<1m)	1					100.0
SAL-BV-026_1_01_Left_MAH00359.MP4_0031147.jpg	      0		139	196											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-026	1													100.0
SAL-BV-026_1_01_Left_MAH00359.MP4_0031147.jpg	      0		406	196											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-026	1													89.9
SAL-BV-026_1_01_Left_MAH00359.MP4_0031147.jpg	      0		674	196											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-026	1					Relief	Low / moderate	Low (<1m)	1					89.9
SAL-BV-026_1_01_Left_MAH00359.MP4_0031147.jpg	      0		941	196											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-026	1					Relief	Low / moderate	Low (<1m)	1					100.0
SAL-BV-026_1_01_Left_MAH00359.MP4_0031147.jpg	      0		139	578											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-026	1													64.2
SAL-BV-026_1_01_Left_MAH00359.MP4_0031147.jpg	      0		406	578											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-026	1													46.9
SAL-BV-026_1_01_Left_MAH00359.MP4_0031147.jpg	      0		674	578											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-026	1					Relief	Low / moderate	Low (<1m)	1					46.9
SAL-BV-026_1_01_Left_MAH00359.MP4_0031147.jpg	      0		941	578											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-026	1					Relief	Low / moderate	Moderate (1-3m)	2					64.2
SAL-BV-026_1_01_Left_MAH00359.MP4_0031147.jpg	      0		139	960											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-026	1													46.5
SAL-BV-026_1_01_Left_MAH00359.MP4_0031147.jpg	      0		406	960											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-026	1													15.5
SAL-BV-026_1_01_Left_MAH00359.MP4_0031147.jpg	      0		674	960											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-026	1					Relief	Low / moderate	Low (<1m)	1					15.5
SAL-BV-026_1_01_Left_MAH00359.MP4_0031147.jpg	      0		941	960											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-026	1					Relief	Low / moderate	Moderate (1-3m)	2					46.5
SAL-BV-026_1_01_Left_MAH00359.MP4_0031147.jpg	      0		139	1342											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-026	1													64.2
SAL-BV-026_1_01_Left_MAH00359.MP4_0031147.jpg	      0		406	1342											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-026	1													46.9
SAL-BV-026_1_01_Left_MAH00359.MP4_0031147.jpg	      0		674	1342											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-026	1					Relief	Low / moderate	Moderate (1-3m)	2					46.9
SAL-BV-026_1_01_Left_MAH00359.MP4_0031147.jpg	      0		941	1342											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-026	1					Relief	Low / moderate	Low (<1m)	1					64.2
SAL-BV-026_1_01_Left_MAH00359.MP4_0031147.jpg	      0		139	1724											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-026	1													100.0
SAL-BV-026_1_01_Left_MAH00359.MP4_0031147.jpg	      0		406	1724											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-026	1													89.9
SAL-BV-026_1_01_Left_MAH00359.MP4_0031147.jpg	      0		674	1724											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-026	1					Relief	Low / moderate	Low (<1m)	1					89.9
SAL-BV-026_1_01_Left_MAH00359.MP4_0031147.jpg	      0		941	1724											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-026	1					Relief	Low / moderate	Low (<1m)	1					100.0
SAL-BV-027_1_01_Left_MAH00291.MP4_0062015.jpg	      0		139	196											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-027	1													100.0
SAL-BV-027_1_01_Left_MAH00291.MP4_0062015.jpg	      0		406	196											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-027	1													89.9
SAL-BV-027_1_01_Left_MAH00291.MP4_0062015.jpg	      0		674	196											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-027	1													89.9
SAL-BV-027_1_01_Left_MAH00291.MP4_0062015.jpg	      0		941	196											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-027	1					Relief	Low / moderate	Low (<1m)	1					100.0
SAL-BV-027_1_01_Left_MAH00291.MP4_0062015.jpg	      0		139	578											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-027	1													64.2
SAL-BV-027_1_01_Left_MAH00291.MP4_0062015.jpg	      0		406	578											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-027	1													46.9
SAL-BV-027_1_01_Left_MAH00291.MP4_0062015.jpg	      0		674	578											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-027	1					Relief	Low / moderate	Moderate (1-3m)	2					46.9
SAL-BV-027_1_01_Left_MAH00291.MP4_0062015.jpg	      0		941	578											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-027	1					Relief	Low / moderate	Moderate (1-3m)	2					64.2
SAL-BV-027_1_01_Left_MAH00291.MP4_0062015.jpg	      0		139	960											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-027	1													46.5
SAL-BV-027_1_01_Left_MAH00291.MP4_0062015.jpg	      0		406	960											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-027	1													15.5
SAL-BV-027_1_01_Left_MAH00291.MP4_0062015.jpg	      0		674	960											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-027	1					Relief	Low / moderate	Moderate (1-3m)	2					15.5
SAL-BV-027_1_01_Left_MAH00291.MP4_0062015.jpg	      0		941	960											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-027	1					Relief	Low / moderate	Low (<1m)	1					46.5
SAL-BV-027_1_01_Left_MAH00291.MP4_0062015.jpg	      0		139	1342											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-027	1													64.2
SAL-BV-027_1_01_Left_MAH00291.MP4_0062015.jpg	      0		406	1342											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-027	1													46.9
SAL-BV-027_1_01_Left_MAH00291.MP4_0062015.jpg	      0		674	1342											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-027	1					Relief	Low / moderate	Moderate (1-3m)	2					46.9
SAL-BV-027_1_01_Left_MAH00291.MP4_0062015.jpg	      0		941	1342											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-027	1					Relief	Low / moderate	Low (<1m)	1					64.2
SAL-BV-027_1_01_Left_MAH00291.MP4_0062015.jpg	      0		139	1724											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-027	1													100.0
SAL-BV-027_1_01_Left_MAH00291.MP4_0062015.jpg	      0		406	1724											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-027	1													89.9
SAL-BV-027_1_01_Left_MAH00291.MP4_0062015.jpg	      0		674	1724											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-027	1					Relief	Low / moderate	Moderate (1-3m)	2					89.9
SAL-BV-027_1_01_Left_MAH00291.MP4_0062015.jpg	      0		941	1724											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-027	1					Relief	Low / moderate	Moderate (1-3m)	2					100.0
SAL-BV-032_1_01_Left_MAH00339.MP4_0000628.jpg	      0		139	196											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-032	1													100.0
SAL-BV-032_1_01_Left_MAH00339.MP4_0000628.jpg	      0		406	196											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-032	1													89.9
SAL-BV-032_1_01_Left_MAH00339.MP4_0000628.jpg	      0		674	196											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-032	1					Relief	Low / moderate	Low (<1m)	1					89.9
SAL-BV-032_1_01_Left_MAH00339.MP4_0000628.jpg	      0		941	196											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-032	1					Relief	Low / moderate	Low (<1m)	1					100.0
SAL-BV-032_1_01_Left_MAH00339.MP4_0000628.jpg	      0		139	578											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-032	1													64.2
SAL-BV-032_1_01_Left_MAH00339.MP4_0000628.jpg	      0		406	578											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-032	1													46.9
SAL-BV-032_1_01_Left_MAH00339.MP4_0000628.jpg	      0		674	578											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-032	1					Relief	Low / moderate	Low (<1m)	1					46.9
SAL-BV-032_1_01_Left_MAH00339.MP4_0000628.jpg	      0		941	578											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-032	1					Relief	Low / moderate	Low (<1m)	1					64.2
SAL-BV-032_1_01_Left_MAH00339.MP4_0000628.jpg	      0		139	960											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-032	1													46.5
SAL-BV-032_1_01_Left_MAH00339.MP4_0000628.jpg	      0		406	960											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-032	1													15.5
SAL-BV-032_1_01_Left_MAH00339.MP4_0000628.jpg	      0		674	960											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-032	1					Relief	Low / moderate	Low (<1m)	1					15.5
SAL-BV-032_1_01_Left_MAH00339.MP4_0000628.jpg	      0		941	960											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-032	1					Relief	Low / moderate	Low (<1m)	1					46.5
SAL-BV-032_1_01_Left_MAH00339.MP4_0000628.jpg	      0		139	1342											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-032	1													64.2
SAL-BV-032_1_01_Left_MAH00339.MP4_0000628.jpg	      0		406	1342											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-032	1													46.9
SAL-BV-032_1_01_Left_MAH00339.MP4_0000628.jpg	      0		674	1342											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-032	1					Relief	High	High (>3m)	3					46.9
SAL-BV-032_1_01_Left_MAH00339.MP4_0000628.jpg	      0		941	1342											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-032	1					Relief	High	Wall	4					64.2
SAL-BV-032_1_01_Left_MAH00339.MP4_0000628.jpg	      0		139	1724											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-032	1													100.0
SAL-BV-032_1_01_Left_MAH00339.MP4_0000628.jpg	      0		406	1724											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-032	1													89.9
SAL-BV-032_1_01_Left_MAH00339.MP4_0000628.jpg	      0		674	1724											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-032	1					Relief	Low / moderate	Low (<1m)	1					89.9
SAL-BV-032_1_01_Left_MAH00339.MP4_0000628.jpg	      0		941	1724											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-032	1					Relief	Low / moderate	Low (<1m)	1					100.0
SAL-BV-035_1_01_Left_MAH00336.MP4_0010598.jpg	      0		139	196											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-035	1													100.0
SAL-BV-035_1_01_Left_MAH00336.MP4_0010598.jpg	      0		406	196											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-035	1													89.9
SAL-BV-035_1_01_Left_MAH00336.MP4_0010598.jpg	      0		674	196											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-035	1													89.9
SAL-BV-035_1_01_Left_MAH00336.MP4_0010598.jpg	      0		941	196											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-035	1					Relief	Low / moderate	Low (<1m)	1					100.0
SAL-BV-035_1_01_Left_MAH00336.MP4_0010598.jpg	      0		139	578											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-035	1													64.2
SAL-BV-035_1_01_Left_MAH00336.MP4_0010598.jpg	      0		406	578											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-035	1													46.9
SAL-BV-035_1_01_Left_MAH00336.MP4_0010598.jpg	      0		674	578											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-035	1					Relief	Low / moderate	Moderate (1-3m)	2					46.9
SAL-BV-035_1_01_Left_MAH00336.MP4_0010598.jpg	      0		941	578											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-035	1					Relief	Low / moderate	Low (<1m)	1					64.2
SAL-BV-035_1_01_Left_MAH00336.MP4_0010598.jpg	      0		139	960											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-035	1													46.5
SAL-BV-035_1_01_Left_MAH00336.MP4_0010598.jpg	      0		406	960											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-035	1													15.5
SAL-BV-035_1_01_Left_MAH00336.MP4_0010598.jpg	      0		674	960											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-035	1					Relief	Low / moderate	Moderate (1-3m)	2					15.5
SAL-BV-035_1_01_Left_MAH00336.MP4_0010598.jpg	      0		941	960											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-035	1					Relief	Low / moderate	Low (<1m)	1					46.5
SAL-BV-035_1_01_Left_MAH00336.MP4_0010598.jpg	      0		139	1342											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-035	1													64.2
SAL-BV-035_1_01_Left_MAH00336.MP4_0010598.jpg	      0		406	1342											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-035	1													46.9
SAL-BV-035_1_01_Left_MAH00336.MP4_0010598.jpg	      0		674	1342											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-035	1					Relief	Low / moderate	Moderate (1-3m)	2					46.9
SAL-BV-035_1_01_Left_MAH00336.MP4_0010598.jpg	      0		941	1342											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-035	1					Relief	Low / moderate	Low (<1m)	1					64.2
SAL-BV-035_1_01_Left_MAH00336.MP4_0010598.jpg	      0		139	1724											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-035	1													100.0
SAL-BV-035_1_01_Left_MAH00336.MP4_0010598.jpg	      0		406	1724											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-035	1													89.9
SAL-BV-035_1_01_Left_MAH00336.MP4_0010598.jpg	      0		674	1724											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-035	1					Relief	High	High (>3m)	3					89.9
SAL-BV-035_1_01_Left_MAH00336.MP4_0010598.jpg	      0		941	1724											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-035	1					Relief	High	High (>3m)	3					100.0
SAL-BV-043_1_01_Left_MAH00264.MP4_0018065.jpg	      0		139	196											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-043	1													100.0
SAL-BV-043_1_01_Left_MAH00264.MP4_0018065.jpg	      0		406	196											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-043	1													89.9
SAL-BV-043_1_01_Left_MAH00264.MP4_0018065.jpg	      0		674	196											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-043	1					Relief	Low / moderate	Moderate (1-3m)	2					89.9
SAL-BV-043_1_01_Left_MAH00264.MP4_0018065.jpg	      0		941	196											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-043	1					Relief	Low / moderate	Low (<1m)	1					100.0
SAL-BV-043_1_01_Left_MAH00264.MP4_0018065.jpg	      0		139	578											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-043	1													64.2
SAL-BV-043_1_01_Left_MAH00264.MP4_0018065.jpg	      0		406	578											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-043	1													46.9
SAL-BV-043_1_01_Left_MAH00264.MP4_0018065.jpg	      0		674	578											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-043	1					Relief	Low / moderate	Low (<1m)	1					46.9
SAL-BV-043_1_01_Left_MAH00264.MP4_0018065.jpg	      0		941	578											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-043	1					Relief	Low / moderate	Low (<1m)	1					64.2
SAL-BV-043_1_01_Left_MAH00264.MP4_0018065.jpg	      0		139	960											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-043	1													46.5
SAL-BV-043_1_01_Left_MAH00264.MP4_0018065.jpg	      0		406	960											2022-11_Salisbury_stereo-BRUVs	Yes	SAL-BV-043	1													15.5
